rung,layer,n_records,accept,band,reject,abstained,escalated,verified,r1_reject_pct,r1_mode,coverage,f1_sct_strict,yield,settled,corrupted,sct_outdated,sct_abstained,err_per_100,sct_modernised,tokens_per_record,p95_s,reviews_per_100,marginal_tokens_per_error,marginal_reviews_per_error,ci_low,ci_high
5,abstention,304,0,0,0,304,0,0,,,0.0,0.0,0.0,304,0,0,0,0.0,0,0.0,0.0,0.0,,,,
6,human loop,304,0,0,0,0,304,0,,,0.0,0.0,0.0,304,0,0,0,0.0,0,0.0,0.0,100.0,,,,
